"Onderwerp","Perioden","Totalen","Regio's"
"Uitkeringsontvangers totaal","2018","4912660","Nederland"
"Uitkeringsontvangers totaal","2019","149240","Drenthe (PV)"
"Uitkeringsontvangers totaal","2019","165350","Groningen (PV)"
"Uitkeringsontvangers totaal","2019","182630","Fryslân (PV)"
"Uitkeringsontvangers totaal","2019","4875300","Nederland"
"Uitkeringsontvangers totaal","2020",NA,"Drenthe (PV)"
"Uitkeringsontvangers totaal","2020",NA,"Fryslân (PV)"
"Uitkeringsontvangers totaal","2020",NA,"Groningen (PV)"
"Uitkeringsontvangers totaal","2020",NA,"Nederland"
"Uitkeringsontvangers totaal","2021",NA,"Drenthe (PV)"
"Uitkeringsontvangers totaal","2021",NA,"Fryslân (PV)"
"Uitkeringsontvangers totaal","2021",NA,"Groningen (PV)"
"Uitkeringsontvangers totaal","2021",NA,"Nederland"
"Werkloosheid totaal","1995",NA,"Drenthe (PV)"
"Werkloosheid totaal","1995",NA,"Fryslân (PV)"
"Werkloosheid totaal","1995",NA,"Groningen (PV)"
"Werkloosheid totaal","1995",NA,"Nederland"
"Werkloosheid totaal","1996",NA,"Drenthe (PV)"
"Werkloosheid totaal","1996",NA,"Fryslân (PV)"
"Werkloosheid totaal","1996",NA,"Groningen (PV)"
"Werkloosheid totaal","1996",NA,"Nederland"
"Werkloosheid totaal","1997",NA,"Drenthe (PV)"
"Werkloosheid totaal","1997",NA,"Fryslân (PV)"
"Werkloosheid totaal","1997",NA,"Groningen (PV)"
"Werkloosheid totaal","1997",NA,"Nederland"
"Werkloosheid totaal","1998",NA,"Drenthe (PV)"
"Werkloosheid totaal","1998",NA,"Fryslân (PV)"
"Werkloosheid totaal","1998",NA,"Groningen (PV)"
"Werkloosheid totaal","1998",NA,"Nederland"
"Werkloosheid totaal","1999",NA,"Drenthe (PV)"
"Werkloosheid totaal","1999",NA,"Fryslân (PV)"
"Werkloosheid totaal","1999",NA,"Groningen (PV)"
"Werkloosheid totaal","1999",NA,"Nederland"
"Werkloosheid totaal","2000",NA,"Drenthe (PV)"
"Werkloosheid totaal","2000",NA,"Fryslân (PV)"
"Werkloosheid totaal","2000",NA,"Groningen (PV)"
"Werkloosheid totaal","2000",NA,"Nederland"
"Werkloosheid totaal","2001",NA,"Drenthe (PV)"
"Werkloosheid totaal","2001",NA,"Fryslân (PV)"
"Werkloosheid totaal","2001",NA,"Groningen (PV)"
"Werkloosheid totaal","2001",NA,"Nederland"
"Werkloosheid totaal","2002",NA,"Drenthe (PV)"
"Werkloosheid totaal","2002",NA,"Fryslân (PV)"
"Werkloosheid totaal","2002",NA,"Groningen (PV)"
"Werkloosheid totaal","2002",NA,"Nederland"
"Werkloosheid totaal","2003",NA,"Drenthe (PV)"
"Werkloosheid totaal","2003",NA,"Fryslân (PV)"
"Werkloosheid totaal","2003",NA,"Groningen (PV)"
"Werkloosheid totaal","2003",NA,"Nederland"
"Werkloosheid totaal","2004",NA,"Drenthe (PV)"
"Werkloosheid totaal","2004",NA,"Fryslân (PV)"
"Werkloosheid totaal","2004",NA,"Groningen (PV)"
"Werkloosheid totaal","2004",NA,"Nederland"
"Werkloosheid totaal","2005",NA,"Drenthe (PV)"
"Werkloosheid totaal","2005",NA,"Fryslân (PV)"
"Werkloosheid totaal","2005",NA,"Groningen (PV)"
"Werkloosheid totaal","2005",NA,"Nederland"
"Werkloosheid totaal","2006",NA,"Drenthe (PV)"
"Werkloosheid totaal","2006",NA,"Fryslân (PV)"
"Werkloosheid totaal","2006",NA,"Groningen (PV)"
"Werkloosheid totaal","2006",NA,"Nederland"
"Werkloosheid totaal","2007","191530","Nederland"
"Werkloosheid totaal","2007","7360","Drenthe (PV)"
"Werkloosheid totaal","2007","8820","Groningen (PV)"
"Werkloosheid totaal","2007","9600","Fryslân (PV)"
"Werkloosheid totaal","2008","173870","Nederland"
"Werkloosheid totaal","2008","7130","Drenthe (PV)"
"Werkloosheid totaal","2008","8350","Groningen (PV)"
"Werkloosheid totaal","2008","8810","Fryslân (PV)"
"Werkloosheid totaal","2009","10070","Drenthe (PV)"
"Werkloosheid totaal","2009","11360","Groningen (PV)"
"Werkloosheid totaal","2009","13150","Fryslân (PV)"
"Werkloosheid totaal","2009","272140","Nederland"
"Werkloosheid totaal","2010","10040","Drenthe (PV)"
"Werkloosheid totaal","2010","10900","Groningen (PV)"
"Werkloosheid totaal","2010","13120","Fryslân (PV)"
"Werkloosheid totaal","2010","268520","Nederland"
"Werkloosheid totaal","2011","11000","Groningen (PV)"
"Werkloosheid totaal","2011","13960","Fryslân (PV)"
"Werkloosheid totaal","2011","275640","Nederland"
"Werkloosheid totaal","2011","9730","Drenthe (PV)"
"Werkloosheid totaal","2012","12400","Drenthe (PV)"
"Werkloosheid totaal","2012","13250","Groningen (PV)"
"Werkloosheid totaal","2012","17350","Fryslân (PV)"
"Werkloosheid totaal","2012","351230","Nederland"
"Werkloosheid totaal","2013","13500","Drenthe (PV)"
"Werkloosheid totaal","2013","14610","Groningen (PV)"
"Werkloosheid totaal","2013","19260","Fryslân (PV)"
"Werkloosheid totaal","2013","418590","Nederland"
"Werkloosheid totaal","2014","13700","Drenthe (PV)"
"Werkloosheid totaal","2014","14800","Groningen (PV)"
"Werkloosheid totaal","2014","18660","Fryslân (PV)"
"Werkloosheid totaal","2014","411470","Nederland"
"Werkloosheid totaal","2015","13220","Drenthe (PV)"
"Werkloosheid totaal","2015","14130","Groningen (PV)"
"Werkloosheid totaal","2015","17430","Fryslân (PV)"
"Werkloosheid totaal","2015","393020","Nederland"
"Werkloosheid totaal","2016","12280","Drenthe (PV)"
"Werkloosheid totaal","2016","13270","Groningen (PV)"
"Werkloosheid totaal","2016","15820","Fryslân (PV)"
"Werkloosheid totaal","2016","362900","Nederland"
"Werkloosheid totaal","2017","10260","Drenthe (PV)"
"Werkloosheid totaal","2017","10850","Groningen (PV)"
"Werkloosheid totaal","2017","12670","Fryslân (PV)"
"Werkloosheid totaal","2017","307430","Nederland"
"Werkloosheid totaal","2018","10360","Fryslân (PV)"
"Werkloosheid totaal","2018","254480","Nederland"
"Werkloosheid totaal","2018","8130","Drenthe (PV)"
"Werkloosheid totaal","2018","8790","Groningen (PV)"
"Werkloosheid totaal","2019","221610","Nederland"
"Werkloosheid totaal","2019","6950","Drenthe (PV)"
"Werkloosheid totaal","2019","7650","Groningen (PV)"
"Werkloosheid totaal","2019","9300","Fryslân (PV)"
"Werkloosheid totaal","2020",NA,"Drenthe (PV)"
"Werkloosheid totaal","2020",NA,"Fryslân (PV)"
"Werkloosheid totaal","2020",NA,"Groningen (PV)"
"Werkloosheid totaal","2020",NA,"Nederland"
"Werkloosheid totaal","2021",NA,"Drenthe (PV)"
"Werkloosheid totaal","2021",NA,"Fryslân (PV)"
"Werkloosheid totaal","2021",NA,"Groningen (PV)"
"Werkloosheid totaal","2021",NA,"Nederland"
"Werkzame personen totaal x 1000","1995","1965","Drenthe (PV)"
"Werkzame personen totaal x 1000","1995","2519","Fryslân (PV)"
"Werkzame personen totaal x 1000","1995","2603","Groningen (PV)"
"Werkzame personen totaal x 1000","1995","72710","Nederland"
"Werkzame personen totaal x 1000","1996","1998","Drenthe (PV)"
"Werkzame personen totaal x 1000","1996","2565","Fryslân (PV)"
"Werkzame personen totaal x 1000","1996","2584","Groningen (PV)"
"Werkzame personen totaal x 1000","1996","74180","Nederland"
"Werkzame personen totaal x 1000","1997","2057","Drenthe (PV)"
"Werkzame personen totaal x 1000","1997","2599","Fryslân (PV)"
"Werkzame personen totaal x 1000","1997","2654","Groningen (PV)"
"Werkzame personen totaal x 1000","1997","76500","Nederland"
"Werkzame personen totaal x 1000","1998","2058","Drenthe (PV)"
"Werkzame personen totaal x 1000","1998","2656","Groningen (PV)"
"Werkzame personen totaal x 1000","1998","2682","Fryslân (PV)"
"Werkzame personen totaal x 1000","1998","78300","Nederland"
"Werkzame personen totaal x 1000","1999","2101","Drenthe (PV)"
"Werkzame personen totaal x 1000","1999","2687","Groningen (PV)"
"Werkzame personen totaal x 1000","1999","2768","Fryslân (PV)"
"Werkzame personen totaal x 1000","1999","80550","Nederland"
"Werkzame personen totaal x 1000","2000","2112","Drenthe (PV)"
"Werkzame personen totaal x 1000","2000","2709","Groningen (PV)"
"Werkzame personen totaal x 1000","2000","2796","Fryslân (PV)"
"Werkzame personen totaal x 1000","2000","82020","Nederland"
"Werkzame personen totaal x 1000","2001","2157","Drenthe (PV)"
"Werkzame personen totaal x 1000","2001","2673","Groningen (PV)"
"Werkzame personen totaal x 1000","2001","2764","Fryslân (PV)"
"Werkzame personen totaal x 1000","2001","83670","Nederland"
"Werkzame personen totaal x 1000","2002","2241","Drenthe (PV)"
"Werkzame personen totaal x 1000","2002","2692","Groningen (PV)"
"Werkzame personen totaal x 1000","2002","2799","Fryslân (PV)"
"Werkzame personen totaal x 1000","2002","84260","Nederland"
"Werkzame personen totaal x 1000","2003","2206","Drenthe (PV)"
"Werkzame personen totaal x 1000","2003","2716","Groningen (PV)"
"Werkzame personen totaal x 1000","2003","2822","Fryslân (PV)"
"Werkzame personen totaal x 1000","2003","83810","Nederland"
"Werkzame personen totaal x 1000","2004","2166","Drenthe (PV)"
"Werkzame personen totaal x 1000","2004","2673","Groningen (PV)"
"Werkzame personen totaal x 1000","2004","2811","Fryslân (PV)"
"Werkzame personen totaal x 1000","2004","82830","Nederland"
"Werkzame personen totaal x 1000","2005","2201","Drenthe (PV)"
"Werkzame personen totaal x 1000","2005","2690","Groningen (PV)"
"Werkzame personen totaal x 1000","2005","2846","Fryslân (PV)"
"Werkzame personen totaal x 1000","2005","83400","Nederland"
"Werkzame personen totaal x 1000","2006","2235","Drenthe (PV)"
"Werkzame personen totaal x 1000","2006","2697","Groningen (PV)"
"Werkzame personen totaal x 1000","2006","2857","Fryslân (PV)"
"Werkzame personen totaal x 1000","2006","85220","Nederland"
"Werkzame personen totaal x 1000","2007","2281","Drenthe (PV)"
"Werkzame personen totaal x 1000","2007","2743","Groningen (PV)"
"Werkzame personen totaal x 1000","2007","2915","Fryslân (PV)"
"Werkzame personen totaal x 1000","2007","87710","Nederland"
"Werkzame personen totaal x 1000","2008","2347","Drenthe (PV)"
"Werkzame personen totaal x 1000","2008","2761","Groningen (PV)"
"Werkzame personen totaal x 1000","2008","2937","Fryslân (PV)"
"Werkzame personen totaal x 1000","2008","89140","Nederland"
"Werkzame personen totaal x 1000","2009","2267","Drenthe (PV)"
"Werkzame personen totaal x 1000","2009","2739","Groningen (PV)"
"Werkzame personen totaal x 1000","2009","2882","Fryslân (PV)"
"Werkzame personen totaal x 1000","2009","88400","Nederland"
"Werkzame personen totaal x 1000","2010","2298","Drenthe (PV)"
"Werkzame personen totaal x 1000","2010","2786","Groningen (PV)"
"Werkzame personen totaal x 1000","2010","3056","Fryslân (PV)"
"Werkzame personen totaal x 1000","2010","87770","Nederland"
"Werkzame personen totaal x 1000","2011","2292","Drenthe (PV)"
"Werkzame personen totaal x 1000","2011","2822","Groningen (PV)"
"Werkzame personen totaal x 1000","2011","3086","Fryslân (PV)"
"Werkzame personen totaal x 1000","2011","88550","Nederland"
"Werkzame personen totaal x 1000","2012","2305","Drenthe (PV)"
"Werkzame personen totaal x 1000","2012","2789","Groningen (PV)"
"Werkzame personen totaal x 1000","2012","3071","Fryslân (PV)"
"Werkzame personen totaal x 1000","2012","88360","Nederland"
"Werkzame personen totaal x 1000","2013","2284","Drenthe (PV)"
"Werkzame personen totaal x 1000","2013","2755","Groningen (PV)"
"Werkzame personen totaal x 1000","2013","2975","Fryslân (PV)"
"Werkzame personen totaal x 1000","2013","87330","Nederland"
"Werkzame personen totaal x 1000","2014","2279","Drenthe (PV)"
"Werkzame personen totaal x 1000","2014","2752","Groningen (PV)"
"Werkzame personen totaal x 1000","2014","3000","Fryslân (PV)"
"Werkzame personen totaal x 1000","2014","87230","Nederland"
"Werkzame personen totaal x 1000","2015","2261","Drenthe (PV)"
"Werkzame personen totaal x 1000","2015","2771","Groningen (PV)"
"Werkzame personen totaal x 1000","2015","2975","Fryslân (PV)"
"Werkzame personen totaal x 1000","2015","88076","Nederland"
"Werkzame personen totaal x 1000","2016","2239","Drenthe (PV)"
"Werkzame personen totaal x 1000","2016","2844","Groningen (PV)"
"Werkzame personen totaal x 1000","2016","3031","Fryslân (PV)"
"Werkzame personen totaal x 1000","2016","89432","Nederland"
"Werkzame personen totaal x 1000","2017","2290","Drenthe (PV)"
"Werkzame personen totaal x 1000","2017","2918","Groningen (PV)"
"Werkzame personen totaal x 1000","2017","3075","Fryslân (PV)"
"Werkzame personen totaal x 1000","2017","91569","Nederland"
"Werkzame personen totaal x 1000","2018","2325","Drenthe (PV)"
"Werkzame personen totaal x 1000","2018","2952","Groningen (PV)"
"Werkzame personen totaal x 1000","2018","3113","Fryslân (PV)"
"Werkzame personen totaal x 1000","2018","94076","Nederland"
"Werkzame personen totaal x 1000","2019*","2367","Drenthe (PV)"
"Werkzame personen totaal x 1000","2019*","3004","Groningen (PV)"
"Werkzame personen totaal x 1000","2019*","3172","Fryslân (PV)"
"Werkzame personen totaal x 1000","2019*","95915","Nederland"
"Werkzame personen totaal x 1000","2020*","2354","Drenthe (PV)"
"Werkzame personen totaal x 1000","2020*","2990","Groningen (PV)"
"Werkzame personen totaal x 1000","2020*","3165","Fryslân (PV)"
"Werkzame personen totaal x 1000","2020*","95441","Nederland"
